Year,Month,Bank,State,City,Effective_Days,ATM_Type,ATM_ID,Quarter,Fin_Txn,Non_Fin_Txn,Monthly_Txn,Monthly_Revenue,MHA_Revenue,ATM_Revenue_Total,Rent,Electricity_Bill,ATM_AMC,UPS_AMC,VSAT_AMC,Spare_Rep_SLM,Spare_Rep_AC,Spare_Rep_UPS,Compensation,Penalty,ATM_Housekeeping,Security,Insurance,Total_Cost,Gross_Profit,Gross_Profit_Percent,Txn_Range_Current,Txn_Range_Previous,Txn_Range_Previous_2,Margin_Status,Revenue_Performance,Uptime,Profit_Category
2023,Mar,SBI,Jharkhand,Deoghar,25,Offsite,SBIJD126203,Q1,5924,1778.89,7702.89,97754.44,19550.89,117305.33,22683,15405.78,6033,2853,2818,2878,356,1380,1527,1269,2283,3063,514,63062.78,180368.11,153.76,High,Medium,Low,Above 0%,Poor,98.08,High Profit
2023,Aug,SBI,Jharkhand,Dhanbad,28,Brown Label,SBIJD109479,Q3,5427,3549.98,8976.98,99154.91,19830.98,118985.9,28774,17953.97,5369,2701,2099,1762,1065,1420,1460,1046,1886,4166,782,70483.97,189469.86,159.24,High,Medium,High,Above 0%,Poor,92.44,High Profit
2023,Apr,SBI,Jharkhand,Jamshedpur,27,Brown Label,SBIJJ023824,Q2,1587,718.12,2305.12,27395.58,5479.12,32874.7,12155,4610.23,5940,1337,2642,1128,1380,232,1190,1434,1825,2379,1045,37297.23,70171.94,213.45,Medium,High,Medium,Below 0%,Poor,94.88,Loss
2023,May,SBI,Jharkhand,Deoghar,29,Brown Label,SBIJD134961,Q2,1184,469.42,1653.42,20107.09,4021.42,24128.51,17715,3306.84,3711,2353,2418,1512,253,302,1263,1278,2215,4068,648,41042.84,65171.35,270.1,Low,Low,Low,Below 0%,Poor,99.12,Loss
2023,Sep,SBI,Jharkhand,Jamshedpur,26,Onsite,SBIJJ254466,Q3,1104,772.1,1876.1,20420.49,4084.1,24504.59,16218,3752.2,4092,1949,2464,2948,1495,1425,1829,1213,2970,3996,974,45325.2,69829.79,284.97,Low,Medium,Medium,Below 0%,Poor,91.14,Loss
2023,Jul,SBI,Jharkhand,Deoghar,26,Onsite,SBIJD041708,Q3,2674,1622.41,4296.41,48222.03,9644.41,57866.43,20536,8592.81,5557,1474,2785,880,541,909,1357,1339,1063,2049,532,47614.81,105481.24,182.28,Medium,High,Medium,Above 0%,Poor,92.03,Low Profit
2024,Jul,SBI,Jharkhand,Bokaro,25,Onsite,SBIJB264223,Q3,1843,667.93,2510.93,30984.65,6196.93,37181.58,15351,5021.86,6319,2587,2735,577,1821,603,1957,1175,2521,4384,1024,46075.86,83257.44,223.92,Medium,High,High,Below 0%,Poor,95.52,Loss
2023,Jul,SBI,Jharkhand,Bokaro,30,Onsite,SBIJB097152,Q3,5036,1832.72,6868.72,84703.59,16940.72,101644.3,22491,13737.43,5980,2082,2599,2653,886,1457,1959,1305,2296,3365,1410,62220.43,163864.74,161.21,High,High,Low,Above 0%,Poor,96.61,High Profit
2023,Oct,SBI,Jharkhand,Dhanbad,26,Onsite,SBIJD166325,Q4,737,287.98,1024.98,12494.89,2498.98,14993.87,13886,2049.96,4166,1330,1579,2971,1099,592,1874,1140,1234,2959,1074,35953.96,50947.82,339.79,Low,High,Low,Below 0%,Poor,96.94,Loss
2024,Dec,SBI,Jharkhand,Dhanbad,30,Onsite,SBIJD170531,Q4,5501,1995.91,7496.91,92494.56,18498.91,110993.47,14447,14993.82,3228,1601,1600,1688,1722,1321,1630,1018,2811,4840,977,51876.82,162870.3,146.74,High,Low,High,Above 0%,Poor,93.94,High Profit
2024,Apr,SBI,Jharkhand,Bokaro,26,Onsite,SBIJB236004,Q2,636,428.45,1064.45,11682.26,2336.45,14018.72,23012,2128.91,4221,1553,2391,1727,653,757,1439,1185,2404,3198,615,45283.91,59302.62,423.02,Low,High,Medium,Below 0%,Poor,90.85,Loss
2024,Dec,SBI,Jharkhand,Bokaro,30,Offsite,SBIJB143546,Q4,3320,1512.33,4832.33,57361.66,11472.33,68833.99,20743,9664.66,6740,1162,2856,974,1747,839,1378,1272,1043,3021,1068,52507.66,121341.65,176.28,Medium,Medium,Medium,Above 0%,Poor,95.17,High Profit
2024,Jan,SBI,Jharkhand,Dhanbad,25,Onsite,SBIJD092061,Q1,2980,1427.19,4407.19,51835.93,10367.19,62203.11,23331,8814.37,6264,1167,2898,1910,1176,1197,1580,1484,2500,4163,1084,57568.37,119771.49,192.55,Medium,Medium,Low,Above 0%,Poor,98.96,Low Profit
2024,Apr,SBI,Jharkhand,Deoghar,27,Offsite,SBIJD190015,Q2,2411,824.67,3235.67,40288.34,8057.67,48346.01,28449,6471.34,5858,2285,2627,1687,1667,357,1242,1224,1249,2569,1283,56968.34,105314.34,217.83,Medium,High,Low,Below 0%,Poor,99.68,Loss
2023,May,SBI,Jharkhand,Dhanbad,27,Offsite,SBIJD309149,Q2,4334,2114.46,6448.46,75582.29,15116.46,90698.75,18859,12896.92,4079,2877,1581,2649,703,211,1593,1273,2610,2139,1488,52958.92,143657.67,158.39,High,Medium,Medium,Above 0%,Poor,97.73,High Profit
2023,Apr,SBI,Jharkhand,Dhanbad,25,Onsite,SBIJD172292,Q2,5139,1845.11,6984.11,86310.54,17262.11,103572.65,24036,13968.22,6500,2251,1387,2147,260,951,1596,1222,1131,3391,964,59804.22,163376.87,157.74,High,Low,High,Above 0%,Poor,97.11,High Profit
2023,Oct,SBI,Jharkhand,Dhanbad,28,Brown Label,SBIJD059379,Q4,1874,1289.72,3163.72,34558.61,6911.72,41470.33,27589,6327.44,5142,2130,1818,557,776,505,1346,1046,1227,2801,724,51988.44,93458.77,225.36,Medium,Medium,Medium,Below 0%,Poor,94.56,Loss
2024,Apr,SBI,Jharkhand,Ranchi,26,Brown Label,SBIJR158074,Q2,2074,1310.04,3384.04,37660.22,7532.04,45192.26,25716,6768.09,6818,1603,1255,2926,661,684,1722,1493,1910,3779,1422,56757.09,101949.35,225.59,Medium,High,High,Below 0%,Poor,95.05,Loss
2024,May,SBI,Jharkhand,Deoghar,30,Onsite,SBIJD253036,Q2,4738,2238.08,6976.08,82260.4,16452.08,98712.48,24871,13952.16,5666,2384,1109,2202,396,1203,1762,1176,2719,3115,912,61467.16,160179.64,162.27,High,High,Medium,Above 0%,Poor,95.68,High Profit
2023,Mar,SBI,Jharkhand,Ranchi,28,Offsite,SBIJR155376,Q1,1427,992.56,2419.56,26367.78,5273.56,31641.33,26966,4839.11,5698,1766,2628,1011,278,1198,1122,1467,2081,2613,634,52301.11,83942.44,265.29,Medium,High,Low,Below 0%,Poor,94.47,Loss
2023,Mar,SBI,Jharkhand,Jamshedpur,28,Brown Label,SBIJJ027231,Q1,2233,1045.89,3278.89,38724.46,7744.89,46469.35,16800,6557.78,5859,2217,1571,1871,1796,1061,1252,1000,2364,2420,1384,46152.78,92622.14,199.32,Medium,Medium,Low,Above 0%,Poor,98.24,Low Profit
2023,Nov,SBI,Jharkhand,Bokaro,25,Onsite,SBIJB168214,Q4,1683,1018.18,2701.18,30335.91,6067.18,36403.09,21044,5402.36,6903,2668,2293,2993,800,1056,1748,1408,2493,3639,1441,53888.36,90291.45,248.03,Medium,Medium,High,Below 0%,Poor,91.92,Loss
2023,Nov,SBI,Jharkhand,Bokaro,29,Onsite,SBIJB098593,Q4,946,472.08,1418.08,16550.39,3310.08,19860.47,17937,2836.16,6079,2378,1848,1400,332,670,1634,1175,1367,3382,691,41729.16,61589.62,310.11,Low,High,Medium,Below 0%,Poor,94.07,Loss
2024,Mar,SBI,Jharkhand,Ranchi,25,Offsite,SBIJR212774,Q1,1749,1034.22,2783.22,31406.08,6281.22,37687.3,28331,5566.43,5808,1334,2282,2938,1313,1490,1130,1282,2012,3324,1475,58285.43,95972.73,254.66,Medium,Medium,High,Below 0%,Poor,99.95,Loss
2024,Sep,SBI,Jharkhand,Hazaribagh,27,Brown Label,SBIJH252121,Q3,3899,1258.91,5157.91,64779.55,12955.91,77735.46,15161,10315.82,6173,2756,1119,2651,1320,1328,1322,1350,2199,3047,1316,50057.82,127793.29,164.4,High,Low,Medium,Above 0%,Poor,91.62,High Profit
2023,Dec,SBI,Jharkhand,Jamshedpur,27,Offsite,SBIJJ294062,Q4,4821,3131.3,7952.3,87971.5,17594.3,105565.8,13741,15904.6,5519,2413,1994,2572,240,370,1630,1080,1190,4568,1020,52241.6,157807.4,149.49,High,High,Low,Above 0%,Poor,91.55,High Profit
2023,Nov,SBI,Jharkhand,Ranchi,25,Offsite,SBIJR199378,Q4,3865,2239.35,6104.35,69171.74,13834.35,83006.09,24579,12208.7,3060,1208,2696,1107,1543,463,1359,1004,1529,2504,604,53864.7,136870.78,164.89,High,Medium,High,Above 0%,Poor,97.77,High Profit
2024,Feb,SBI,Jharkhand,Jamshedpur,25,Offsite,SBIJJ188620,Q1,4290,2209.06,6499.06,75395.3,15079.06,90474.36,19311,12998.12,5969,1274,2674,1422,1938,528,1678,1163,2758,2460,1245,55418.12,145892.48,161.25,High,Medium,Low,Above 0%,Poor,96.29,High Profit
2024,Aug,SBI,Jharkhand,Hazaribagh,28,Onsite,SBIJH186153,Q3,2845,1839.81,4684.81,51874.06,10374.81,62248.88,21664,9369.63,5429,2530,2057,1751,867,314,1777,1034,2517,4972,947,55228.63,117477.5,188.72,Medium,High,Low,Above 0%,Poor,92.94,Low Profit
2024,Dec,SBI,Jharkhand,Ranchi,26,Onsite,SBIJR130250,Q4,2809,1526.21,4335.21,49766.05,9953.21,59719.26,25408,8670.42,3514,2396,1091,2951,376,510,1387,1392,1746,2557,739,52737.42,112456.68,188.31,Medium,High,High,Above 0%,Poor,93.33,Low Profit
2024,Aug,SBI,Jharkhand,Hazaribagh,27,Brown Label,SBIJH146095,Q3,508,287.14,795.14,9055.72,1811.14,10866.86,13390,1590.29,4772,1933,2203,1541,1322,840,1837,1124,1497,3436,1343,36828.29,47695.14,438.9,Low,High,Medium,Below 0%,Poor,90.61,Loss
2024,Feb,SBI,Jharkhand,Jamshedpur,30,Onsite,SBIJJ111957,Q1,2154,1330.72,3484.72,38963.61,7792.72,46756.33,19563,6969.44,4720,1902,2321,1016,1841,1326,1541,1137,1163,4303,866,48668.44,95424.78,204.09,Medium,High,Medium,Below 0%,Poor,94.98,Loss
2023,Jan,SBI,Jharkhand,Ranchi,29,Offsite,SBIJR022790,Q1,2934,1351.43,4285.43,50767.16,10153.43,60920.6,27651,8570.87,4162,2454,2835,2874,1359,1049,1772,1259,2832,3903,1494,62214.87,123135.46,202.12,Medium,Low,Low,Below 0%,Poor,92.57,Loss
2024,Feb,SBI,Jharkhand,Ranchi,28,Offsite,SBIJR157794,Q1,596,374.89,970.89,10814.46,2162.89,12977.35,16717,1941.78,3424,2920,2085,522,710,1192,1962,1411,1947,4737,1414,40982.78,53960.13,415.8,Low,Low,Medium,Below 0%,Poor,94.63,Loss
2023,Jun,SBI,Jharkhand,Deoghar,26,Offsite,SBIJD211041,Q2,4080,1599.01,5679.01,69195.04,13839.01,83034.05,14797,11358.02,3953,1725,1428,1936,1099,1267,1987,1047,1667,2026,956,45246.02,128280.07,154.49,High,High,High,Above 0%,Poor,94.31,High Profit
2024,Jul,SBI,Jharkhand,Dhanbad,30,Brown Label,SBIJD295142,Q3,1025,531.32,1556.32,18031.61,3606.32,21637.93,15915,3112.64,3847,2830,1547,2429,1698,241,1720,1472,2085,2820,1417,41133.64,62771.57,290.1,Low,Low,Low,Below 0%,Poor,96.3,Loss
2023,Feb,SBI,Jharkhand,Deoghar,30,Onsite,SBIJD102533,Q1,4071,1397.0,5468.0,68050.02,13610.0,81660.02,29044,10936.01,3177,1863,1772,761,1697,976,1749,1160,2202,3983,943,60263.01,141923.03,173.8,High,High,Low,Above 0%,Poor,91.91,High Profit
2023,Jun,SBI,Jharkhand,Ranchi,29,Onsite,SBIJR053067,Q2,5393,2903.17,8296.17,95410.84,19082.17,114493.0,22230,16592.33,3611,1150,1136,1554,534,984,1936,1007,1567,3476,1326,57103.33,171596.34,149.87,High,High,Medium,Above 0%,Poor,95.91,High Profit
2024,Sep,SBI,Jharkhand,Jamshedpur,28,Offsite,SBIJJ019035,Q3,1543,905.17,2448.17,27670.86,5534.17,33205.03,16381,4896.34,6787,1539,1619,2728,1777,1018,1562,1242,1956,4779,1383,47667.34,80872.37,243.55,Medium,Medium,Low,Below 0%,Poor,97.7,Loss
2024,Oct,SBI,Jharkhand,Dhanbad,30,Brown Label,SBIJD172096,Q4,1124,352.69,1476.69,18623.46,3724.69,22348.15,13357,2953.38,3972,1946,2646,888,909,1375,1343,1387,1520,4951,1225,38472.38,60820.53,272.15,Low,High,Low,Below 0%,Poor,97.59,Loss
2023,May,SBI,Jharkhand,Deoghar,29,Brown Label,SBIJD070851,Q2,1646,778.04,2424.04,28580.18,5716.04,34296.22,18932,4848.07,5247,2644,2289,2434,427,600,1795,1193,1037,2843,761,45050.07,79346.29,231.36,Medium,Medium,Medium,Below 0%,Poor,97.47,Loss
2023,Nov,SBI,Jharkhand,Ranchi,28,Brown Label,SBIJR194299,Q4,1729,698.35,2427.35,29426.73,5885.35,35312.07,15740,4854.69,5532,2008,1828,2393,588,1158,1062,1418,2070,4870,1178,44699.69,80011.77,226.58,Medium,Medium,High,Below 0%,Poor,96.63,Loss
2023,Jun,SBI,Jharkhand,Ranchi,28,Brown Label,SBIJR222015,Q2,1247,376.08,1623.08,20585.39,4117.08,24702.46,24152,3246.15,5189,2145,2690,996,1343,543,1252,1128,1272,2329,1334,47619.15,72321.62,292.77,Low,Medium,Low,Below 0%,Poor,94.81,Loss
2024,Apr,SBI,Jharkhand,Dhanbad,27,Offsite,SBIJD087543,Q2,4860,3084.3,7944.3,88321.49,17664.3,105985.79,20495,15888.6,6518,1826,2631,1140,1406,341,1994,1124,2304,2868,581,59116.6,165102.38,155.78,High,Low,Low,Above 0%,Poor,92.82,High Profit
2023,Sep,SBI,Jharkhand,Hazaribagh,29,Offsite,SBIJH277344,Q3,5103,3191.39,8294.39,92501.94,18500.39,111002.33,26760,16588.78,3587,1722,1670,1190,1001,1405,1530,1366,2041,2639,1400,62899.78,173902.11,156.67,High,Low,Low,Above 0%,Poor,98.61,High Profit
2024,Oct,SBI,Jharkhand,Dhanbad,27,Onsite,SBIJD024787,Q4,1269,831.64,2100.64,23193.2,4638.64,27831.84,21579,4201.28,6196,2125,1994,710,1653,1239,1413,1138,1824,3446,557,48075.28,75907.12,272.73,Medium,High,High,Below 0%,Poor,94.22,Loss
2024,Sep,SBI,Jharkhand,Jamshedpur,26,Brown Label,SBIJJ302106,Q3,5598,1745.88,7343.88,92699.39,18539.88,111239.27,16415,14687.76,6047,2310,1113,2600,1777,1085,1898,1074,2494,3060,692,55252.76,166492.02,149.67,High,Medium,Medium,Above 0%,Poor,94.27,High Profit
2023,Nov,SBI,Jharkhand,Jamshedpur,28,Onsite,SBIJJ271327,Q4,1931,631.73,2562.73,32123.63,6424.73,38548.36,13627,5125.45,3659,1530,2398,1134,1716,1170,1469,1448,2724,4877,654,41531.45,80079.81,207.74,Medium,Low,Medium,Below 0%,Poor,93.02,Loss
2023,Sep,SBI,Jharkhand,Dhanbad,26,Offsite,SBIJD175984,Q3,5055,1759.73,6814.73,84623.64,16924.73,101548.36,21081,13629.45,4619,2133,1708,1280,1492,202,1198,1431,2371,3973,831,55948.45,157496.82,155.1,High,High,Medium,Above 0%,Poor,91.4,High Profit
2024,Jan,SBI,Jharkhand,Bokaro,29,Brown Label,SBIJB257022,Q1,879,579.03,1458.03,16080.16,3216.03,19296.19,19659,2916.06,4584,1734,2355,2354,1444,1196,1469,1353,2662,4454,1383,47563.06,66859.26,346.49,Low,Low,Medium,Below 0%,Poor,94.71,Loss
2024,Aug,SBI,Jharkhand,Ranchi,27,Offsite,SBIJR100516,Q3,5227,2996.86,8223.86,93389.28,18677.86,112067.14,16416,16447.71,4809,1416,2988,1290,1534,522,1650,1187,1723,2316,894,53192.71,165259.85,147.47,High,High,Low,Above 0%,Poor,94.13,High Profit
2023,Oct,SBI,Jharkhand,Dhanbad,28,Brown Label,SBIJD090587,Q4,3822,1664.25,5486.25,65651.23,13130.25,78781.48,25862,10972.49,3892,1846,2599,1106,599,988,1906,1476,1063,3599,1336,57244.49,136025.98,172.66,High,Medium,Medium,Above 0%,Poor,91.64,High Profit
2023,Aug,SBI,Jharkhand,Jamshedpur,25,Offsite,SBIJJ100089,Q3,1288,770.15,2058.15,23170.73,4634.15,27804.87,20425,4116.29,3671,1275,1814,2016,1682,1295,1864,1379,1397,3047,1346,45327.29,73132.16,263.02,Medium,Medium,Medium,Below 0%,Poor,96.54,Loss
2023,Mar,SBI,Jharkhand,Dhanbad,29,Offsite,SBIJD187094,Q1,5097,2351.13,7448.13,88210.63,17642.13,105852.75,15096,14896.25,6863,2801,2516,2963,1068,846,1009,1126,2833,3041,1370,56428.25,162281.0,153.31,High,Medium,Low,Above 0%,Poor,94.69,High Profit
2024,Jun,SBI,Jharkhand,Bokaro,28,Offsite,SBIJB306966,Q2,594,313.22,907.22,10476.09,2095.22,12571.3,29741,1814.43,3515,2132,2105,1564,1981,1391,1151,1289,2686,4334,1320,55023.43,67594.74,537.69,Low,High,Medium,Below 0%,Poor,98.76,Loss
2024,Mar,SBI,Jharkhand,Hazaribagh,26,Offsite,SBIJH017577,Q1,1458,747.84,2205.84,25609.18,5121.84,30731.01,13149,4411.67,6081,1627,1008,1417,1524,316,1129,1181,2157,2161,1354,37515.67,68246.68,222.08,Medium,High,Medium,Below 0%,Poor,95.9,Loss
2023,Feb,SBI,Jharkhand,Ranchi,26,Onsite,SBIJR277807,Q1,569,203.32,772.32,9551.61,1910.32,11461.93,29469,1544.64,3280,1617,2910,1742,1021,696,1953,1385,1312,4230,991,52150.64,63612.57,554.99,Low,High,Low,Below 0%,Poor,97.29,Loss
2024,Nov,SBI,Jharkhand,Deoghar,27,Offsite,SBIJD125764,Q4,1189,388.28,1577.28,19776.42,3955.28,23731.71,14759,3154.57,5161,1426,1945,2448,954,986,1370,1364,2700,2997,824,40088.57,63820.28,268.92,Low,Medium,High,Below 0%,Poor,90.11,Loss
2024,Sep,SBI,Jharkhand,Bokaro,28,Brown Label,SBIJB254025,Q3,1056,482.43,1538.43,18252.13,3650.43,21902.56,28682,3076.85,4655,2521,2449,1620,561,200,1280,1260,1207,4416,830,52757.85,74660.41,340.88,Low,High,High,Below 0%,Poor,96.32,Loss
2023,May,SBI,Jharkhand,Jamshedpur,28,Offsite,SBIJJ033990,Q2,929,409.89,1338.89,15984.46,3196.89,19181.35,24274,2677.78,3115,1262,2908,1297,996,874,1570,1429,2781,4919,862,48964.78,68146.13,355.27,Low,Low,High,Below 0%,Poor,99.7,Loss
2024,Apr,SBI,Jharkhand,Deoghar,25,Onsite,SBIJD136720,Q2,3563,1172.07,4735.07,59305.36,11861.07,71166.44,28863,9470.15,6004,2957,1666,1060,1503,318,1927,1449,2770,4687,1404,64078.15,135244.58,190.04,Medium,Low,Medium,Above 0%,Poor,96.02,Low Profit
2024,Dec,SBI,Jharkhand,Bokaro,29,Onsite,SBIJB242276,Q4,3774,1268.37,5042.37,62951.86,12590.37,75542.23,19546,10084.74,6817,1940,1169,529,1046,966,1283,1445,2668,3497,1339,52329.74,127871.97,169.27,High,Low,Medium,Above 0%,Poor,93.46,High Profit
2024,Oct,SBI,Jharkhand,Dhanbad,29,Onsite,SBIJD259499,Q4,5010,2537.16,7547.16,87835.78,17567.16,105402.93,15619,15094.31,4294,2049,2675,1900,595,394,1380,1228,2553,3762,1045,52588.31,157991.24,149.89,High,Medium,Medium,Above 0%,Poor,90.58,High Profit
2023,Feb,SBI,Jharkhand,Ranchi,30,Onsite,SBIJR275258,Q1,1419,691.44,2110.44,24742.2,4948.44,29690.64,18875,4220.88,5780,1688,2939,2166,1299,944,1175,1083,1845,2644,1148,45806.88,75497.52,254.28,Medium,Medium,Low,Below 0%,Poor,94.86,Loss
2023,Jul,SBI,Jharkhand,Dhanbad,25,Offsite,SBIJD174967,Q3,5877,2641.6,8518.6,101362.99,20272.6,121635.58,13710,17037.19,6746,1999,2039,2857,449,1381,1207,1009,2606,4077,1188,56305.19,177940.78,146.29,High,High,Low,Above 0%,Good,99.99,High Profit
2024,Dec,SBI,Jharkhand,Jamshedpur,26,Brown Label,SBIJJ071112,Q4,2546,1275.34,3821.34,44566.68,8913.34,53480.02,27500,7642.67,3724,1895,1244,2221,321,1076,1748,1000,1039,2347,995,52752.67,106232.69,198.64,Medium,Medium,High,Above 0%,Poor,92.11,Low Profit
2023,Sep,SBI,Jharkhand,Bokaro,28,Offsite,SBIJB109700,Q3,3099,993.12,4092.12,51450.58,10290.12,61740.7,21505,8184.23,6587,2635,2372,1719,682,532,1481,1037,1066,2577,1417,51794.23,113534.93,183.89,Medium,Medium,High,Above 0%,Poor,96.32,Low Profit
2024,Aug,SBI,Jharkhand,Hazaribagh,30,Brown Label,SBIJH253339,Q3,2848,1071.44,3919.44,48077.18,9615.44,57692.62,20902,7838.87,3898,1248,2555,2534,1235,1041,1175,1140,2178,4858,658,51260.87,108953.49,188.85,Medium,Medium,Low,Above 0%,Poor,95.61,Low Profit
2023,Sep,SBI,Jharkhand,Bokaro,30,Offsite,SBIJB278447,Q3,3106,1678.4,4784.4,54982.0,10996.4,65978.4,28530,9568.8,3356,2880,1438,2008,1586,643,1314,1215,1906,4160,1245,59849.8,125828.21,190.71,Medium,High,High,Above 0%,Poor,90.75,Low Profit
2024,Mar,SBI,Jharkhand,Bokaro,28,Brown Label,SBIJB032299,Q1,992,352.87,1344.87,16644.34,3328.87,19973.21,18793,2689.74,4359,1404,1413,2960,1163,740,1020,1121,1017,2656,914,40249.74,60222.95,301.52,Low,High,High,Below 0%,Poor,96.15,Loss
2023,Nov,SBI,Jharkhand,Hazaribagh,28,Onsite,SBIJH125454,Q4,2812,1386.12,4198.12,49110.6,9822.12,58932.72,12415,8396.24,3839,2312,2937,1882,1890,437,1751,1104,1475,4892,913,44243.24,103175.96,175.07,Medium,Medium,Medium,Above 0%,Poor,99.87,High Profit
2024,Mar,SBI,Jharkhand,Jamshedpur,30,Onsite,SBIJJ043026,Q1,2690,1164.21,3854.21,46171.07,9234.21,55405.29,14333,7708.43,6557,1500,2738,1698,889,1439,1584,1235,2710,4362,817,47570.43,102975.71,185.86,Medium,Low,Medium,Above 0%,Poor,93.4,Low Profit
2023,Jul,SBI,Jharkhand,Hazaribagh,25,Brown Label,SBIJH068299,Q3,1562,714.31,2276.31,27001.56,5400.31,32401.87,22744,4552.62,6501,2997,1967,2295,812,507,1957,1458,2133,4482,561,52966.62,85368.5,263.47,Medium,Low,Low,Below 0%,Poor,96.2,Loss
2023,Dec,SBI,Jharkhand,Dhanbad,28,Offsite,SBIJD062872,Q4,1946,813.62,2759.62,33258.08,6651.62,39909.7,22964,5519.23,6614,2778,2386,1797,229,867,1628,1321,2287,3026,716,52132.23,92041.93,230.63,Medium,High,Low,Below 0%,Poor,90.07,Loss
2023,Aug,SBI,Jharkhand,Jamshedpur,25,Onsite,SBIJJ227389,Q3,1263,723.4,1986.4,22562.0,4512.4,27074.4,25006,3972.8,3467,1043,2251,1558,271,621,1846,1079,2758,2081,512,46465.8,73540.2,271.62,Low,High,Low,Below 0%,Poor,99.31,Loss
2024,Dec,SBI,Jharkhand,Ranchi,28,Offsite,SBIJR218464,Q4,925,437.37,1362.37,16061.87,3212.37,19274.24,25170,2724.75,4854,2621,1114,1509,1732,528,1087,1157,1020,3919,1023,48458.75,67732.99,351.42,Low,Low,Low,Below 0%,Poor,90.59,Loss
2024,Nov,SBI,Jharkhand,Deoghar,29,Offsite,SBIJD016444,Q4,4794,2608.15,7402.15,84950.77,16990.15,101940.93,23886,14804.31,3995,2660,1154,2313,1844,661,1819,1139,1006,3911,556,59748.31,161689.24,158.61,High,High,Low,Above 0%,Poor,91.36,High Profit
2023,May,SBI,Jharkhand,Dhanbad,25,Onsite,SBIJD072630,Q2,5394,2627.19,8021.19,94045.97,18809.19,112855.16,21271,16042.39,5712,1461,1824,1250,1610,539,1324,1196,2370,3931,659,59189.39,172044.55,152.45,High,Low,Medium,Above 0%,Poor,96.46,High Profit
2024,Jan,SBI,Jharkhand,Bokaro,25,Brown Label,SBIJB145230,Q1,5596,3345.12,8941.12,100665.58,20133.12,120798.69,19030,17882.23,5432,2510,1515,1597,340,1177,1767,1479,2121,2506,1416,58772.23,179570.92,148.65,High,High,High,Above 0%,Good,95.86,High Profit
2024,Mar,SBI,Jharkhand,Jamshedpur,27,Offsite,SBIJJ294311,Q1,5004,2715.83,7719.83,88639.17,17727.83,106367.0,17360,15439.67,5782,1510,1699,1237,772,1153,1602,1264,2422,2127,598,52965.67,159332.67,149.8,High,Medium,Low,Above 0%,Poor,91.3,High Profit
2023,Dec,SBI,Jharkhand,Deoghar,28,Onsite,SBIJD055484,Q4,5244,2032.42,7276.42,88822.09,17764.42,106586.51,28445,14552.84,3651,2119,1477,1318,656,249,1851,1202,1919,2404,1078,60921.84,167508.34,157.16,High,High,High,Above 0%,Poor,99.02,High Profit
2024,Aug,SBI,Jharkhand,Bokaro,26,Offsite,SBIJB130059,Q3,1528,779.25,2307.25,26816.23,5363.25,32179.48,13395,4614.49,5091,1180,1194,2741,990,805,1074,1162,1960,3649,1447,39302.49,71481.97,222.14,Medium,Medium,High,Below 0%,Poor,98.8,Loss
2023,Mar,SBI,Jharkhand,Jamshedpur,29,Onsite,SBIJJ030356,Q1,2342,1231.58,3573.58,41287.89,8257.58,49545.47,25751,7147.16,5250,2138,1017,1983,937,1266,1391,1143,1369,3036,609,53037.16,102582.62,207.05,Medium,Medium,Medium,Below 0%,Poor,99.2,Loss
2024,Oct,SBI,Jharkhand,Hazaribagh,29,Onsite,SBIJH055366,Q4,2104,663.84,2767.84,34879.19,6975.84,41855.03,17143,5535.68,6000,1911,1643,1504,686,447,1634,1148,2250,2236,947,43084.68,84939.7,202.94,Medium,Low,High,Below 0%,Poor,96.13,Loss
2023,Feb,SBI,Jharkhand,Deoghar,27,Offsite,SBIJD150881,Q1,4760,2956.14,7716.14,86180.68,17236.14,103416.81,14867,15432.27,5068,2915,1137,2545,1918,573,1030,1485,1236,4030,1121,53357.27,156774.09,151.59,High,High,Low,Above 0%,Poor,97.37,High Profit
2024,Jan,SBI,Jharkhand,Jamshedpur,28,Offsite,SBIJJ065985,Q1,2483,796.38,3279.38,41226.89,8245.38,49472.27,25952,6558.76,6948,1357,1997,1806,946,1254,1650,1134,1708,3505,1034,55849.76,105322.02,212.89,Medium,Medium,Medium,Below 0%,Poor,96.87,Loss
2023,May,SBI,Jharkhand,Jamshedpur,29,Brown Label,SBIJJ215231,Q2,1686,1165.92,2851.92,31119.62,6223.92,37343.55,21761,5703.85,6980,1030,2177,2057,1390,1206,1625,1007,2005,4436,1155,52532.85,89876.39,240.67,Medium,Medium,Low,Below 0%,Poor,94.11,Loss
2023,Sep,SBI,Jharkhand,Hazaribagh,30,Brown Label,SBIJH060097,Q3,1059,738.41,1797.41,19577.05,3915.41,23492.46,24223,3594.82,6645,1413,1948,1763,1463,792,1452,1064,2909,3260,1053,51579.82,75072.28,319.56,Low,Medium,Low,Below 0%,Poor,98.22,Loss
2024,Feb,SBI,Jharkhand,Dhanbad,27,Offsite,SBIJD108225,Q1,5836,2876.97,8712.97,101924.87,20384.97,122309.85,28506,17425.95,6293,2166,2056,1083,1796,1386,1398,1230,1831,2143,857,68170.95,190480.8,155.74,High,Low,Low,Above 0%,Good,92.36,High Profit
